1,2
1,3
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,12
1,13
1,14
2,15
2,16
2,17
2,18
2,19
2,20
2,21
3,22
3,23
3,24
3,7
3,12
3,25
3,26
3,27
3,28
3,29
3,30
3,31
3,32
3,33
3,34
3,6
3,35
3,36
3,13
3,14
4,37
4,38
4,39
4,40
4,6
4,41
4,42
4,43
4,1
4,44
4,30
4,45
4,46
5,7
5,47
5,48
5,49
5,50
5,51
5,52
5,53
5,54
5,55
6,56
6,7
6,57
6,58
6,59
6,24
6,13
6,60
6,61
6,62
6,63
6,30
6,64
6,65
6,12
6,66
6,67
6,14
7,68
7,69
7,70
7,71
7,72
7,73
7,74
7,75
7,76
7,77
7,78
7,79
7,80
7,81
7,82
7,83
7,84
7,85
7,86
7,87
7,88
7,89
7,90
7,91
7,92
7,93
7,94
7,95
7,96
7,97
7,98
7,99
7,100
7,101
7,102
7,103
7,104
7,105
7,106
7,107
7,108
7,109
7,110
7,111
7,112
7,113
7,114
7,115
8,116
8,117
8,118
8,119
8,120
8,121
8,122
8,123
9,124
9,125
9,126
9,127
9,128
9,129
9,130
9,131
9,132
9,133
9,134
9,135
9,136
10,1
10,137
10,138
10,139
10,140
10,141
10,142
10,143
10,144
10,145
10,146
10,147
10,148
10,149
10,150
10,151
10,152
10,153
10,154
10,155
10,156
10,157
11,158
11,159
11,1
11,160
11,161
11,162
11,163
11,164
11,165
11,166
11,167
11,168
11,169
11,170
11,171
11,172
11,173
11,174
11,175
11,176
11,177
11,178
11,179
11,180
11,181
11,182
11,183
11,184
11,185
11,186
11,187
11,188
12,22
12,3
12,28
12,59
12,189
12,60
12,190
12,30
12,14
13,3
13,22
13,191
13,59
13,192
13,31
13,193
13,194
13,195
13,28
13,196
13,33
13,197
13,198
13,199
13,34
13,32
13,200
13,14
13,201
13,202
13,203
13,204
13,205
13,206
13,207
13,208
13,209
13,6
13,210
13,7
13,211
13,212
13,30
13,213
14,3
14,214
14,215
14,216
14,60
14,35
14,217
14,26
14,28
14,33
14,218
14,34
14,219
14,32
14,36
14,13
14,22
14,220
14,221
14,222
14,205
14,223
14,6
14,224
14,24
14,225
14,226
14,30
15,2
15,227
16,2
16,228
16,229
16,230
16,231
16,232
16,18
16,233
16,234
16,235
16,236
16,237
16,238
16,239
16,240
16,241
16,242
17,243
17,244
17,245
17,246
17,247
17,248
17,249
17,250
17,251
17,252
17,253
17,254
17,255
17,256
17,257
17,258
17,259
17,260
17,261
18,2
18,228
18,17
18,262
18,263
18,264
18,265
18,266
18,267
18,256
20,2
20,239
20,268
20,269
20,270
20,271
20,272
20,273
20,274
20,275
20,276
20,277
20,278
20,279
20,280
21,281
21,282
21,283
21,284
21,285
21,286
21,287
21,288
21,289
21,290
21,291
21,292
21,293
21,294
21,295
21,296
21,297
21,298
21,299
22,300
22,14
23,3
23,301
24,302
24,303
24,14
25,304
25,38
25,305
25,306
25,307
25,205
25,137
25,308
25,309
25,140
25,310
26,311
26,312
26,313
26,314
26,315
26,316
26,317
26,318
26,319
26,320
26,321
26,322
26,323
26,324
26,325
26,14
27,326
27,327
27,328
27,329
27,330
27,331
27,332
27,333
27,334
27,335
27,336
27,337
27,338
27,339
27,340
27,341
27,181
27,342
27,343
27,344
27,345
27,346
27,347
27,348
27,349
27,350
27,351
27,352
27,353
28,22
28,354
28,355
28,356
28,30
28,357
28,358
28,359
28,360
28,361
28,362
28,363
28,364
28,365
28,366
28,13
